community_id,year_in_program,ngo_id,tribe_id,N_indiv,time,arm,tau_strata,D,u_comm_p,e_ar,Y,outcome,u_comm_v
9,2,5,1,86,12,control,1.4355362584017024,0,-0.42130899882297457,-0.8129588107204905,13,soc_outcome,NA
10,3,5,5,119,1,control,1.0606603232436242,0,0.2308591566406641,1.091419578543254,130,soc_outcome,NA
10,3,5,5,119,6,control,1.0606603232436242,0,0.2308591566406641,0.2009265067550559,45,soc_outcome,NA
10,3,5,5,119,12,control,1.0606603232436242,0,0.2308591566406641,-0.5760101185100575,21,soc_outcome,NA
11,1,4,3,117,1,control,-0.30826798890328366,0,0.0963781235911806,0.3636366912955207,34,soc_outcome,NA
11,1,4,3,117,6,control,-0.30826798890328366,0,0.0963781235911806,0.10377106886389195,35,soc_outcome,NA
11,1,4,3,117,12,control,-0.30826798890328366,0,0.0963781235911806,-1.0855449495671032,13,soc_outcome,NA
12,2,2,2,104,1,control,-1.3605171825717286,0,-0.2349235912989415,0.517701996185025,61,soc_outcome,NA
12,2,2,2,104,6,control,-1.3605171825717286,0,-0.2349235912989415,-0.19156165265664407,13,soc_outcome,NA
12,2,2,2,104,12,control,-1.3605171825717286,0,-0.2349235912989415,-0.06060344067465577,17,soc_outcome,NA
13,1,2,1,123,1,control,-1.0824789385073275,0,0.15795416260030368,-0.6529915349593407,30,soc_outcome,NA
13,1,2,1,123,6,control,-1.0824789385073275,0,0.15795416260030368,-0.13096735915155322,36,soc_outcome,NA
13,1,2,1,123,12,control,-1.0824789385073275,0,0.15795416260030368,0.962238378898267,145,soc_outcome,NA
14,3,2,1,115,1,control,-3.8741825901289495e-4,0,-0.05733409001087757,0.5885616042492099,71,soc_outcome,NA
14,3,2,1,115,6,control,-3.8741825901289495e-4,0,-0.05733409001087757,0.8500658219101971,35,soc_outcome,NA
14,3,2,1,115,12,control,-3.8741825901289495e-4,0,-0.05733409001087757,1.331985827881778,66,soc_outcome,NA
15,2,3,5,95,1,control,0.05815719022592292,0,0.01635871399585615,0.6815241686633439,123,soc_outcome,NA
15,2,3,5,95,6,control,0.05815719022592292,0,0.01635871399585615,-0.8803554821241019,26,soc_outcome,NA
15,2,3,5,95,12,control,0.05815719022592292,0,0.01635871399585615,1.0202763045613685,77,soc_outcome,NA
16,2,1,3,83,1,T1,-0.11372799312700302,1,0.057368698802083076,1.211265195494889,65,soc_outcome,NA
16,2,1,3,83,6,T1,-0.11372799312700302,1,0.057368698802083076,0.06699025572670003,27,soc_outcome,NA
16,2,1,3,83,12,T1,-0.11372799312700302,1,0.057368698802083076,1.7856861430259028,244,soc_outcome,NA
17,3,2,5,86,1,T1,-1.1648494857288898,1,-0.2819347403671547,0.16456206446407948,5,soc_outcome,NA
17,3,2,5,86,6,T1,-1.1648494857288898,1,-0.2819347403671547,0.3267476248156096,18,soc_outcome,NA
17,3,2,5,86,12,T1,-1.1648494857288898,1,-0.2819347403671547,-1.5188655984710806,3,soc_outcome,NA
18,2,3,1,102,1,control,1.2226192576957997,0,-0.013453472041423805,-0.6919157935581408,14,soc_outcome,NA
18,2,3,1,102,6,control,1.2226192576957997,0,-0.013453472041423805,-0.6229047499077677,26,soc_outcome,NA
18,2,3,1,102,12,control,1.2226192576957997,0,-0.013453472041423805,-0.42065143776726444,33,soc_outcome,NA
19,3,1,2,100,1,control,0.8581370893326565,0,-0.08345043699556823,-0.45969103165270225,33,soc_outcome,NA
19,3,1,2,100,6,control,0.8581370893326565,0,-0.08345043699556823,-0.03488888899580471,26,soc_outcome,NA
19,3,1,2,100,12,control,0.8581370893326565,0,-0.08345043699556823,-0.20294741197415322,27,soc_outcome,NA
20,1,3,4,111,1,control,0.7667486933283261,0,-0.2949675406877952,0.6530986747432795,36,soc_outcome,NA
20,1,3,4,111,6,control,0.7667486933283261,0,-0.2949675406877952,0.22864540804758127,28,soc_outcome,NA
20,1,3,4,111,12,control,0.7667486933283261,0,-0.2949675406877952,-0.46640313527219446,20,soc_outcome,NA
21,3,2,5,95,1,control,-1.1648494857288898,0,-0.04948125224425853,0.26836963456343355,69,soc_outcome,NA
21,3,2,5,95,6,control,-1.1648494857288898,0,-0.04948125224425853,0.6088301166710264,91,soc_outcome,NA
21,3,2,5,95,12,control,-1.1648494857288898,0,-0.04948125224425853,-0.6020406941884657,15,soc_outcome,NA
22,3,6,2,97,1,T1,0.0015914535375235461,1,-0.10124307106973354,0.32413276851217815,63,soc_outcome,NA
22,3,6,2,97,6,T1,0.0015914535375235461,1,-0.10124307106973354,0.9211615439016215,74,soc_outcome,NA
22,3,6,2,97,12,T1,0.0015914535375235461,1,-0.10124307106973354,0.9037752973397866,46,soc_outcome,NA
23,3,4,3,115,1,control,0.7738235313450309,0,0.08119271074742807,1.0640532540964067,69,soc_outcome,NA
23,3,4,3,115,6,control,0.7738235313450309,0,0.08119271074742807,0.8341424293213142,98,soc_outcome,NA
23,3,4,3,115,12,control,0.7738235313450309,0,0.08119271074742807,0.539733385932963,52,soc_outcome,NA
24,1,2,1,89,1,T1,-1.0824789385073275,1,0.24872520065110973,-0.12039049384862185,14,soc_outcome,NA
24,1,2,1,89,6,T1,-1.0824789385073275,1,0.24872520065110973,0.0245975575827918,16,soc_outcome,NA
24,1,2,1,89,12,T1,-1.0824789385073275,1,0.24872520065110973,0.012016839263011244,17,soc_outcome,NA
25,1,5,5,95,1,control,-0.021431197004690206,0,-0.12875038604916586,-0.006574133861163831,37,soc_outcome,NA
25,1,5,5,95,6,control,-0.021431197004690206,0,-0.12875038604916586,1.3185673608272606,152,soc_outcome,NA
25,1,5,5,95,12,control,-0.021431197004690206,0,-0.12875038604916586,0.6700847832899579,54,soc_outcome,NA
26,3,3,2,94,1,T1,1.4416617580066817,1,0.09885421902851187,0.2884535905276366,335,soc_outcome,NA
26,3,3,2,94,6,T1,1.4416617580066817,1,0.09885421902851187,-0.2735161155704589,121,soc_outcome,NA
26,3,3,2,94,12,T1,1.4416617580066817,1,0.09885421902851187,0.033435788060119515,216,soc_outcome,NA
27,2,5,4,80,1,T1,1.2721710819707446,1,0.38632360950775013,0.973531819344097,424,soc_outcome,NA
27,2,5,4,80,6,T1,1.2721710819707446,1,0.38632360950775013,1.2212967463363056,321,soc_outcome,NA
27,2,5,4,80,12,T1,1.2721710819707446,1,0.38632360950775013,0.3152481355501493,223,soc_outcome,NA
28,2,4,1,103,1,control,0.7370599811820097,0,0.205676406353116,-0.25105908305250535,28,soc_outcome,NA
28,2,4,1,103,6,control,0.7370599811820097,0,0.205676406353116,0.6617299140916942,48,soc_outcome,NA
28,2,4,1,103,12,control,0.7370599811820097,0,0.205676406353116,-0.291232471861433,33,soc_outcome,NA
29,1,4,1,102,1,T1,0.4445545932454939,1,-0.022936167480702128,0.7570231780692402,144,soc_outcome,NA
29,1,4,1,102,6,T1,0.4445545932454939,1,-0.022936167480702128,0.31338346266894257,104,soc_outcome,NA
29,1,4,1,102,12,T1,0.4445545932454939,1,-0.022936167480702128,-0.5129739922832597,23,soc_outcome,NA
30,2,2,4,118,1,T1,-0.9533387270017695,1,-0.22689123558717067,-0.10810351576285529,7,soc_outcome,NA
30,2,2,4,118,6,T1,-0.9533387270017695,1,-0.22689123558717067,0.29859833006205705,32,soc_outcome,NA
30,2,2,4,118,12,T1,-0.9533387270017695,1,-0.22689123558717067,0.4059179371157302,15,soc_outcome,NA
31,2,2,1,93,1,T1,-0.7899735505708116,1,0.3899652311371242,-0.09249455726232883,12,soc_outcome,NA
31,2,2,1,93,6,T1,-0.7899735505708116,1,0.3899652311371242,0.366082476506699,39,soc_outcome,NA
31,2,2,1,93,12,T1,-0.7899735505708116,1,0.3899652311371242,0.1323080635425835,51,soc_outcome,NA
32,1,1,5,99,1,T1,-0.817872866384618,1,0.05832893289378249,0.6274070895074291,17,soc_outcome,NA
32,1,1,5,99,6,T1,-0.817872866384618,1,0.05832893289378249,2.2534502508437937,144,soc_outcome,NA
32,1,1,5,99,12,T1,-0.817872866384618,1,0.05832893289378249,1.3871899282505868,101,soc_outcome,NA
33,2,4,2,96,1,control,0.16651634918109282,0,0.1882910167721124,-0.493876193929542,26,soc_outcome,NA
33,2,4,2,96,6,control,0.16651634918109282,0,0.1882910167721124,-0.5581667707114567,7,soc_outcome,NA
33,2,4,2,96,12,control,0.16651634918109282,0,0.1882910167721124,-0.22916085598374913,27,soc_outcome,NA
34,2,2,4,100,1,T1,-0.9533387270017695,1,-0.5463896248502503,0.6361311706124689,13,soc_outcome,NA
34,2,2,4,100,6,T1,-0.9533387270017695,1,-0.5463896248502503,1.9190233985552876,36,soc_outcome,NA
34,2,2,4,100,12,T1,-0.9533387270017695,1,-0.5463896248502503,2.0209186993115087,62,soc_outcome,NA
35,3,2,3,100,1,T1,-0.7532100004077905,1,0.03480323157703423,-1.005266634257981,5,soc_outcome,NA
35,3,2,3,100,6,T1,-0.7532100004077905,1,0.03480323157703423,-1.0288137510398954,6,soc_outcome,NA
35,3,2,3,100,12,T1,-0.7532100004077905,1,0.03480323157703423,0.009687909712586762,10,soc_outcome,NA
36,1,6,1,104,1,control,-0.5099564347098742,0,-0.43690826127556376,-0.7721943675431416,12,soc_outcome,NA
36,1,6,1,104,6,control,-0.5099564347098742,0,-0.43690826127556376,-0.2145195646829767,11,soc_outcome,NA
36,1,6,1,104,12,control,-0.5099564347098742,0,-0.43690826127556376,0.32918170918068396,16,soc_outcome,NA
37,3,4,3,98,1,T1,0.7738235313450309,1,0.3795143532526189,1.1286068037826056,482,soc_outcome,NA
37,3,4,3,98,6,T1,0.7738235313450309,1,0.3795143532526189,0.5587371935024152,109,soc_outcome,NA
37,3,4,3,98,12,T1,0.7738235313450309,1,0.3795143532526189,-0.5890249895053278,49,soc_outcome,NA
38,1,5,1,101,1,control,1.1430308704651866,0,0.11442084327996525,-0.7715785576822992,18,soc_outcome,NA
38,1,5,1,101,6,control,1.1430308704651866,0,0.11442084327996525,1.3714802583877619,174,soc_outcome,NA
38,1,5,1,101,12,control,1.1430308704651866,0,0.11442084327996525,1.1351909804178473,109,soc_outcome,NA
39,2,1,1,121,1,T1,0.6390945890217745,1,-0.025335270646176675,0.46977585033458985,52,soc_outcome,NA
39,2,1,1,121,6,T1,0.6390945890217745,1,-0.025335270646176675,-1.5894078382869705,9,soc_outcome,NA
39,2,1,1,121,12,T1,0.6390945890217745,1,-0.025335270646176675,-0.057871823256346155,49,soc_outcome,NA
40,3,6,1,101,1,control,0.5721350855384404,0,0.19443411730414698,-0.6489956973384607,18,soc_outcome,NA
40,3,6,1,101,6,control,0.5721350855384404,0,0.19443411730414698,0.05720770555391114,78,soc_outcome,NA
40,3,6,1,101,12,control,0.5721350855384404,0,0.19443411730414698,0.5749931800415344,66,soc_outcome,NA
41,1,2,3,101,1,T1,-1.835301520656105,1,-0.007529731876318917,0.10029464803437897,3,soc_outcome,NA
41,1,2,3,101,6,T1,-1.835301520656105,1,-0.007529731876318917,-0.08215483800000467,2,soc_outcome,NA
41,1,2,3,101,12,T1,-1.835301520656105,1,-0.007529731876318917,-0.22795918218106306,8,soc_outcome,NA
42,3,2,5,108,1,control,-1.1648494857288898,0,-0.261227379639994,-0.5904024595068785,11,soc_outcome,NA
42,3,2,5,108,6,control,-1.1648494857288898,0,-0.261227379639994,-0.8973063732464754,10,soc_outcome,NA
42,3,2,5,108,12,control,-1.1648494857288898,0,-0.261227379639994,-0.5881434581923,11,soc_outcome,NA
43,3,6,1,88,1,control,0.5721350855384404,0,0.004370552095486121,0.42626062872195675,106,soc_outcome,NA
43,3,6,1,88,6,control,0.5721350855384404,0,0.004370552095486121,-0.02969384412903059,55,soc_outcome,NA
43,3,6,1,88,12,control,0.5721350855384404,0,0.004370552095486121,-0.08278916965596238,31,soc_outcome,NA
44,2,1,4,104,1,control,0.47572941259081675,0,0.1956777907726961,1.2753899944881908,281,soc_outcome,NA
44,2,1,4,104,6,control,0.47572941259081675,0,0.1956777907726961,0.34473195778097393,74,soc_outcome,NA
44,2,1,4,104,12,control,0.47572941259081675,0,0.1956777907726961,-0.3138458029276833,29,soc_outcome,NA
45,1,2,2,93,1,control,-1.6530225705082442,0,0.0018320352233734058,-0.215368133733331,32,soc_outcome,NA
45,1,2,2,93,6,control,-1.6530225705082442,0,0.0018320352233734058,0.05966179229854979,24,soc_outcome,NA
45,1,2,2,93,12,control,-1.6530225705082442,0,0.0018320352233734058,-0.2580541555384079,53,soc_outcome,NA
46,2,5,4,97,1,T1,1.2721710819707446,1,0.40234645428762417,-0.4057695490888815,122,soc_outcome,NA
46,2,5,4,97,6,T1,1.2721710819707446,1,0.40234645428762417,0.8164245787612825,265,soc_outcome,NA
46,2,5,4,97,12,T1,1.2721710819707446,1,0.40234645428762417,-0.6983345710795044,64,soc_outcome,NA
47,2,1,3,107,1,control,-0.11372799312700302,0,0.025751808174275102,-0.8578548146359226,19,soc_outcome,NA
47,2,1,3,107,6,control,-0.11372799312700302,0,0.025751808174275102,-0.7300773334534646,17,soc_outcome,NA
47,2,1,3,107,12,control,-0.11372799312700302,0,0.025751808174275102,0.008119911227051274,54,soc_outcome,NA
48,3,3,1,109,1,T1,2.0122053900075985,1,0.6192955735039541,-1.3034346382827844,358,soc_outcome,NA
48,3,3,1,109,6,T1,2.0122053900075985,1,0.6192955735039541,0.2324686723907327,407,soc_outcome,NA
48,3,3,1,109,12,T1,2.0122053900075985,1,0.6192955735039541,0.0281754113712017,233,soc_outcome,NA
49,3,3,4,106,1,T1,1.8488402135766406,1,-0.1324878444853598,-0.7338282273488987,72,soc_outcome,NA
49,3,3,4,106,6,T1,1.8488402135766406,1,-0.1324878444853598,-0.5341596791372683,116,soc_outcome,NA
49,3,3,4,106,12,T1,1.8488402135766406,1,-0.1324878444853598,-0.45491714813701056,119,soc_outcome,NA
50,3,5,2,107,1,control,1.6545787587125842,0,-0.16577616346246624,1.2847153323377258,86,soc_outcome,NA
50,3,5,2,107,6,control,1.6545787587125842,0,-0.16577616346246624,1.0840458701737767,73,soc_outcome,NA
50,3,5,2,107,12,control,1.6545787587125842,0,-0.16577616346246624,-0.5017635564839,34,soc_outcome,NA
51,2,2,1,96,1,control,-0.7899735505708116,0,-0.016589261030050272,-2.0757809146642754,10,soc_outcome,NA
51,2,2,1,96,6,control,-0.7899735505708116,0,-0.016589261030050272,-0.16992097326249767,36,soc_outcome,NA
51,2,2,1,96,12,control,-0.7899735505708116,0,-0.016589261030050272,-1.0021147313197813,5,soc_outcome,NA
52,3,4,2,116,1,T1,0.9561024814928917,1,-0.23185250712622907,0.8532517446778181,185,soc_outcome,NA
52,3,4,2,116,6,T1,0.9561024814928917,1,-0.23185250712622907,0.965266520070163,246,soc_outcome,NA
52,3,4,2,116,12,T1,0.9561024814928917,1,-0.23185250712622907,-0.3865894781492577,43,soc_outcome,NA
53,3,4,3,105,1,control,0.7738235313450309,0,-0.15670308408509104,0.2960220362743818,64,soc_outcome,NA
53,3,4,3,105,6,control,0.7738235313450309,0,-0.15670308408509104,0.6222345273939665,44,soc_outcome,NA
53,3,4,3,105,12,control,0.7738235313450309,0,-0.15670308408509104,0.8160351633265088,56,soc_outcome,NA
54,1,2,3,106,1,control,-1.835301520656105,0,-0.21935370391175485,0.14885053178256727,18,soc_outcome,NA
54,1,2,3,106,6,control,-1.835301520656105,0,-0.21935370391175485,1.101634097597472,65,soc_outcome,NA
54,1,2,3,106,12,control,-1.835301520656105,0,-0.21935370391175485,0.6336084665431898,36,soc_outcome,NA
55,1,5,2,77,1,T1,0.5724872384642697,1,0.15226253806869286,-1.3451880550798758,24,soc_outcome,NA
55,1,5,2,77,6,T1,0.5724872384642697,1,0.15226253806869286,0.13279131236828,101,soc_outcome,NA
55,1,5,2,77,12,T1,0.5724872384642697,1,0.15226253806869286,0.4243324610966965,188,soc_outcome,NA
56,3,3,2,90,1,control,1.4416617580066817,0,0.18903629582638637,-0.03820626857000875,30,soc_outcome,NA
56,3,3,2,90,6,control,1.4416617580066817,0,0.18903629582638637,0.05164332943057302,38,soc_outcome,NA
56,3,3,2,90,12,control,1.4416617580066817,0,0.18903629582638637,-0.3521177497757526,48,soc_outcome,NA
57,1,6,2,98,1,T1,-1.080500066710791,1,0.03940734664904888,-0.16391986023983418,10,soc_outcome,NA
57,1,6,2,98,6,T1,-1.080500066710791,1,0.03940734664904888,0.7458596299032703,40,soc_outcome,NA
57,1,6,2,98,12,T1,-1.080500066710791,1,0.03940734664904888,-0.6777593954753766,9,soc_outcome,NA
58,1,1,3,109,1,T1,-0.4062333810635188,1,-0.1809496850565125,0.3653111098891328,18,soc_outcome,NA
58,1,1,3,109,6,T1,-0.4062333810635188,1,-0.1809496850565125,-0.9926587377984901,5,soc_outcome,NA
58,1,1,3,109,12,T1,-0.4062333810635188,1,-0.1809496850565125,-0.09116682128490525,21,soc_outcome,NA
59,2,6,5,100,1,control,-1.3819131142432353,0,0.07822288831600771,0.7628970129894261,38,soc_outcome,NA
59,2,6,5,100,6,control,-1.3819131142432353,0,0.07822288831600771,0.08467711962941615,49,soc_outcome,NA
59,2,6,5,100,12,control,-1.3819131142432353,0,0.07822288831600771,-0.5734750752497443,8,soc_outcome,NA
60,3,5,3,116,1,control,1.4722998085647236,0,-0.015907690890203687,-0.16047307691766335,42,soc_outcome,NA
60,3,5,3,116,6,control,1.4722998085647236,0,-0.015907690890203687,0.40680489878570403,34,soc_outcome,NA
60,3,5,3,116,12,control,1.4722998085647236,0,-0.015907690890203687,-0.01749683391248233,44,soc_outcome,NA
61,2,3,3,116,1,control,0.4697966755470221,0,-0.19230849436228167,-0.0331498775305579,16,soc_outcome,NA
61,2,3,3,116,6,control,0.4697966755470221,0,-0.19230849436228167,-0.9192085390449626,22,soc_outcome,NA
61,2,3,3,116,12,control,0.4697966755470221,0,-0.19230849436228167,-1.3181051425498826,10,soc_outcome,NA
62,3,6,3,86,1,T1,-0.1806874966103372,1,-0.08314282261546596,1.1861811012122976,116,soc_outcome,NA
62,3,6,3,86,6,T1,-0.1806874966103372,1,-0.08314282261546596,0.43318158680424523,51,soc_outcome,NA
62,3,6,3,86,12,T1,-0.1806874966103372,1,-0.08314282261546596,0.9065013112263299,80,soc_outcome,NA
63,2,5,1,95,1,T1,1.4355362584017024,1,0.28434153004157064,0.14355039006340078,189,soc_outcome,NA
63,2,5,1,95,6,T1,1.4355362584017024,1,0.28434153004157064,0.7349207689591714,272,soc_outcome,NA
63,2,5,1,95,12,T1,1.4355362584017024,1,0.28434153004157064,0.09611015608493058,151,soc_outcome,NA
64,3,6,1,92,1,T1,0.5721350855384404,1,-0.2592057067829733,-1.6543936560130237,9,soc_outcome,NA
64,3,6,1,92,6,T1,0.5721350855384404,1,-0.2592057067829733,-0.5217875020864783,23,soc_outcome,NA
64,3,6,1,92,12,T1,0.5721350855384404,1,-0.2592057067829733,0.7202404097158182,104,soc_outcome,NA
65,1,2,1,98,1,T1,-1.0824789385073275,1,0.09117178980704833,0.721484771732047,28,soc_outcome,NA
65,1,2,1,98,6,T1,-1.0824789385073275,1,0.09117178980704833,0.23521547478594956,16,soc_outcome,NA
65,1,2,1,98,12,T1,-1.0824789385073275,1,0.09117178980704833,-0.4259627267692685,5,soc_outcome,NA
66,1,5,1,100,1,control,1.1430308704651866,0,-0.15733929154158469,0.5356865335937421,9,soc_outcome,NA
66,1,5,1,100,6,control,1.1430308704651866,0,-0.15733929154158469,1.096545967461205,79,soc_outcome,NA
66,1,5,1,100,12,control,1.1430308704651866,0,-0.15733929154158469,0.6238149129538816,31,soc_outcome,NA
67,3,5,2,83,1,control,1.6545787587125842,0,0.48765523964782936,0.03780469807577713,39,soc_outcome,NA
67,3,5,2,83,6,control,1.6545787587125842,0,0.48765523964782936,-0.27843302542492687,31,soc_outcome,NA
67,3,5,2,83,12,control,1.6545787587125842,0,0.48765523964782936,-0.3301016487681626,22,soc_outcome,NA
68,3,6,1,114,1,control,0.5721350855384404,0,-0.0656404110791567,-0.7086963936871532,12,soc_outcome,NA
68,3,6,1,114,6,control,0.5721350855384404,0,-0.0656404110791567,-1.5227103893997103,13,soc_outcome,NA
68,3,6,1,114,12,control,0.5721350855384404,0,-0.0656404110791567,-1.0531680059610067,6,soc_outcome,NA
69,3,2,5,100,1,T1,-1.1648494857288898,1,0.055853101961526826,-0.31988945767119376,10,soc_outcome,NA
69,3,2,5,100,6,T1,-1.1648494857288898,1,0.055853101961526826,0.9150322304812777,34,soc_outcome,NA
69,3,2,5,100,12,T1,-1.1648494857288898,1,0.055853101961526826,0.5010149588431541,15,soc_outcome,NA
70,2,2,5,103,1,control,-1.9544356180406885,0,-0.2485437689855537,0.3514373279764372,51,soc_outcome,NA
70,2,2,5,103,6,control,-1.9544356180406885,0,-0.2485437689855537,-0.5684010692638072,21,soc_outcome,NA
70,2,2,5,103,12,control,-1.9544356180406885,0,-0.2485437689855537,-0.4991594478196606,6,soc_outcome,NA
71,2,5,3,99,1,control,0.6827136762529248,0,-0.30609183943343604,0.2320954125397543,77,soc_outcome,NA
71,2,5,3,99,6,control,0.6827136762529248,0,-0.30609183943343604,0.44029500036302543,27,soc_outcome,NA
71,2,5,3,99,12,control,0.6827136762529248,0,-0.30609183943343604,-0.23108353468784926,15,soc_outcome,NA
72,1,3,4,91,1,T1,0.7667486933283261,1,0.2983156857180789,0.5885606206856585,173,soc_outcome,NA
72,1,3,4,91,6,T1,0.7667486933283261,1,0.2983156857180789,0.2728047417313216,199,soc_outcome,NA
72,1,3,4,91,12,T1,0.7667486933283261,1,0.2983156857180789,-0.013548824357640321,167,soc_outcome,NA
73,2,2,1,90,1,control,-0.7899735505708116,0,-0.040787457505335446,-0.502646058301007,22,soc_outcome,NA
73,2,2,1,90,6,control,-0.7899735505708116,0,-0.040787457505335446,-0.7484427033727163,25,soc_outcome,NA
73,2,2,1,90,12,control,-0.7899735505708116,0,-0.040787457505335446,-0.28506166975086267,50,soc_outcome,NA
74,1,6,1,102,1,T1,-0.5099564347098742,1,-0.057180380886128625,-0.927840065619191,9,soc_outcome,NA
74,1,6,1,102,6,T1,-0.5099564347098742,1,-0.057180380886128625,0.3108181233873505,10,soc_outcome,NA
74,1,6,1,102,12,T1,-0.5099564347098742,1,-0.057180380886128625,0.9364525874847762,33,soc_outcome,NA
75,2,5,3,89,1,T1,0.6827136762529248,1,0.1986556093408773,0.7124491435536291,78,soc_outcome,NA
75,2,5,3,89,6,T1,0.6827136762529248,1,0.1986556093408773,-0.05049417748446247,52,soc_outcome,NA
75,2,5,3,89,12,T1,0.6827136762529248,1,0.1986556093408773,0.07709345653787052,108,soc_outcome,NA
76,2,5,4,96,1,control,1.2721710819707446,0,0.030771546002445218,0.4812816500835155,65,soc_outcome,NA
76,2,5,4,96,6,control,1.2721710819707446,0,0.030771546002445218,0.7914082387157462,178,soc_outcome,NA
76,2,5,4,96,12,control,1.2721710819707446,0,0.030771546002445218,0.8214843254332311,118,soc_outcome,NA
77,2,6,2,120,1,T1,-0.7879946787742752,1,0.1031825798487973,1.3474496264275961,33,soc_outcome,NA
77,2,6,2,120,6,T1,-0.7879946787742752,1,0.1031825798487973,1.69596544224592,87,soc_outcome,NA
77,2,6,2,120,12,T1,-0.7879946787742752,1,0.1031825798487973,0.6925820651335475,26,soc_outcome,NA
78,2,6,1,101,1,T1,-0.21745104677335836,1,0.10940576761335417,0.14564769348848225,34,soc_outcome,NA
78,2,6,1,101,6,T1,-0.21745104677335836,1,0.10940576761335417,0.2747083392165187,21,soc_outcome,NA
78,2,6,1,101,12,T1,-0.21745104677335836,1,0.10940576761335417,-0.04235021999123509,36,soc_outcome,NA
79,1,6,1,107,1,control,-0.5099564347098742,0,0.08594517293007105,0.28060128957504593,38,soc_outcome,NA
79,1,6,1,107,6,control,-0.5099564347098742,0,0.08594517293007105,-0.5998401521298723,23,soc_outcome,NA
79,1,6,1,107,12,control,-0.5099564347098742,0,0.08594517293007105,-0.5670800146237829,6,soc_outcome,NA
80,1,3,4,109,1,control,0.7667486933283261,0,0.2190496693464555,0.8043253870789849,151,soc_outcome,NA
80,1,3,4,109,6,control,0.7667486933283261,0,0.2190496693464555,-0.03288646988396332,20,soc_outcome,NA
80,1,3,4,109,12,control,0.7667486933283261,0,0.2190496693464555,-0.43425501785521725,15,soc_outcome,NA
81,1,5,1,85,1,T1,1.1430308704651866,1,0.03112232236225452,2.206240901140455,399,soc_outcome,NA
81,1,5,1,85,6,T1,1.1430308704651866,1,0.03112232236225452,0.7070890547444445,174,soc_outcome,NA
81,1,5,1,85,12,T1,1.1430308704651866,1,0.03112232236225452,-0.838836441505756,62,soc_outcome,NA
82,1,3,4,109,1,T1,0.7667486933283261,1,0.17078716882237543,0.7703596027295742,260,soc_outcome,NA
